"text","hate","hatespeech_G1","annotator_G1","hatespeech_G2","annotator_G2","hatespeech_G3","annotator_G3"
"olha a vagabunda mostrando sua cara https://t.co/DpPnUWe2Nt","1","0","B","1","B","1","D"
"Olha bem mulher, eu vou te ser sincero, quero te ver de branco, quero te ver no altar","0","0","E","0","S","0","C"
"Olha isso aqui @policiafederal ela apagou mas eu printei https://t.co/tUIuFGLlty","0","0","B","0","S","0","D"
"Olhando a bunda da Ellen Roche https://t.co/LGZYkikSeP","1","1","B","1","V","0","A"
"olha o Bruno mesmo sem jogar está mostrando que é o melhor goleiro em pegar penalidades máximas","0","0","A","1","S","0","D"
"Olha o NÍVEL do noticiário de um dos maiores jornais do país!!! É sério que tem gente que PAGA pra ler isso??? https://t.co/7tqxQ81EY6","1","1","D","1","It","0","B"
"Olha o processinho na pistoleira https://t.co/xBgiow0dcj","1","1","A","1","It","0","B"
"olha o q sempre falo:
Intolerância religiosa: termo usado pela Esquerda p/diluir pela religião cristã as atrocidade _ https://t.co/LDoX8wDZbf","0","1","D","0","Dani","0","A"
"Olha primeiro pros peitos das mulheres.","1","1","A","1","I","0","D"
"Olhem só o MEDO que a mídia está do @jairbolsonaro ser presidente https://t.co/cN6qv9C3fc","0","0","D","0","V","0","D"
"O Lula falou que o melhor que a Marisa fez foi ficar submissa a ele e não dar palpite. A platéia, repleta de femini _ https://t.co/25zXrS30ef","0","1","D","0","I","0","A"
"O Lula me bloqueou no twitter
Alguém deve ter lido pra ele minhas piadas...","0","1","E","0","V","0","C"
"o lula nunca acertou a nota azul do guitar hero","1","1","D","1","S","0","C"
"O mail das reservas é reservas.parc@gmail.com","0","0","E","0","It","0","B"
"O maior prazer de uma mulher inteligente, é fazer-se de burra perante um burro que se faz de inteligente","1","1","D","0","V","1","B"
"O Mal do PSG foi jogar de Branco, Barcelona lhes confundiu com Real Madrid","0","1","C","0","It","0","D"
"@OMarceloWilson Marlon Brando né... Mas o segundo tbm é muito foda!","0","1","D","0","It","0","D"
"Omã segue um ramo do Islão diferente do resto do Médio Oriente.","0","1","A","0","I","0","D"
"O melhor de Angola, é o Angolano e não há dúvidas!!","0","0","B","0","V","0","E"
"O meu dia ganhou ao vosso.
Por capote https://t.co/Sscy8CZ9ot","0","0","C","0","B","0","E"
"O meu trabalho sobre Refugiados resume-se à Lady Gaga! Faz sentido? Não!","0","1","D","0","V","0","E"
"o meu verniz branco é mesmo feio, parece corretor","0","0","D","0","Dani","0","C"
"o ministério da cultura nao servia pra nada mesmo
bando de vagabundo fazendo merda num palco e ganhando pra isso","1","1","E","1","V","1","E"
"O movimento levar a hashtag #RacharLenhaPreta a trend do Twitter começou hoje no Porto https://t.co/rPEUu5b01L","0","0","E","0","I","0","B"
"O movimento 'Vai ter gorda na praia sim' parece que funcionou. https://t.co/kmwq2k20e6","1","1","C","1","V","0","B"
"O mundo das sapatao é mais ligado do que eu imaginava","0","1","C","0","B","0","D"
"O Murilo  deixou as prova em branco, vou bater nele","0","1","B","0","V","0","E"
"Onde classificam é o menos. Desta vez tendo a concordar com @fcancio (mas não se habitue). Trata-se de devassa grat _ https://t.co/aTl25RkD2a","0","1","E","0","V","0","B"
"onde estão as FEMINISTAS ??? https://t.co/xEVjoZie3h","0","0","C","0","It","0","C"
"O nível destas três 'senhoras' que exigem o respeito de #Trump...
@MileyCyrus @Madonna @ladygaga https://t.co/DHVU09C9rU","0","1","A","0","I","0","D"
"@ONomedoVentto @PSOLOficial Claro, a maior crise econômica dos últimos 20 ano se resolve em 6 meses... vc é perfil de comédia, né?","0","1","B","0","B","0","D"
"O nosso regresso está mesmo prometido @18Jotta https://t.co/CFw1Uvu0LF","0","0","E","0","B","0","C"
"Ontem batemos o recorde de utilização da palavra 'nabo' na TV Portuguesa.
Não acreditam? https://t.co/MGGG26aPJi#OverdoseDeTourette","0","1","B","0","I","0","A"
"Ontem, com representantes da #FLECFAC: o dirigente #CarlosPuna (ao meio).
O #PNR apoia a causa dos cabindas, traído _ https://t.co/6AFTtXT0kB","0","0","C","0","Dani","0","D"
"Ontem eu me lembrei q a mttttt tmp atras ,acho q uns 7 anos eu tive uma professora sapatao ,descobrir q hj ela possui o nome de allan","1","1","A","1","B","0","C"
"ontem foi perfeito só não entendi esse monte de estado legalizando a maconha
querem um país dominado por zumbis na larica por cérebro?","1","1","A","1","It","1","A"
"Ontem fui ver o Benfica. Foi uma grande noite, até ao momento em que tentei entrar em casa e a minha mulher decidiu imitar o Ederson...","1","1","D","1","It","0","D"
"Ontem, Gabriela Moura, uma de nossas integrantes, esteve na agência P3K Comunicação para ministrar uma palestra... https://t.co/JYUHFOOc3I","0","0","A","0","Dani","0","E"
"Ontem, no intervalo para almoço de mais uma excelente reunião do Conselho Nacional. Ambiente de alegria e ânimo. _ https://t.co/7Au5aNJJ7o","0","0","A","0","It","0","B"
"O NYT agora é médico. 
E tá se roendo com sua insignificância cada vez maior https://t.co/CRkeOXV7jN","1","1","E","0","B","1","B"
"O @nytimes falido escreve total ficção sobre mim. Cobriram tudo errado por 2 anos, e agora estão inventando fontes _ https://t.co/tUx5x5KdG2","0","1","C","0","B","0","D"
"O Obamacare continua falhando. A Humana sairá em 2018. Iremos revogar, substituir e recuperar planos de saúde para _ https://t.co/YQzU6btFDs","0","0","D","0","I","0","C"
"O Ocidente suicida-se. Os governantes são os primeiros culpados.
Portugal não é excepção. https://t.co/ARSJeiorPe","0","1","D","0","I","0","A"
"O 2o fim do Nirvana https://t.co/866rfyO0Hc","0","0","C","0","V","0","D"
"O orçaminto do “NIM” 
https://t.co/kB9nAb8BBJ#OE2017 #RenovarPortugal","0","1","E","0","S","0","B"
"O orgulho hetero é tão válido quanto o orgulho homo. Se um pode ter orgulho por que o outro não? #orgulhohetero","0","0","E","1","S","0","E"
"Opa, 'certíssimo'! Vida humana não vale nada aqui mesmo, não é? Que belo exemplo! 
Mas ai de você se quebrar um ov _ https://t.co/vXYFL0zecD","1","1","E","1","It","0","D"
"@OPauloAlmeida Bilhetes disponíveis aqui:
https://t.co/NeiqhncuJp","0","0","E","0","V","0","C"
"@OPauloAlmeida E a juntar a isso, nem se assustava com fogo de artificio","0","0","B","0","It","0","D"
"O Pensamento masculino. Sem rodeios! Bem vindo você homem. Você mulher. #revelações Aguarde!","0","1","D","0","B","0","E"
"o pior cego é aquele que não pode escutar","0","0","A","0","I","0","B"
"O pior cego é aquele que não quer enxergar, tenho ranço de mulher burra !","1","1","C","1","Dani","1","A"
"o pior de tudo que é uma MULHER defendendo um filho da puta que assume ser abusivo E ELA DEFENDE O CARA
MIGA PARA VC TA SENDO BURRA","1","1","B","1","I","1","A"
"O plano de recapitalização da CGD vai custar seis mil milhões de euros 
https://t.co/doG8riVuMG","0","0","B","0","I","0","A"
"o PMDB que sempre esteve ao lado da democracia","0","0","B","0","I","1","B"
"O #PNR, ao contrário do desinteresse dos demais partidos e dos órgãos de soberania, apoia a justa luta dos cabindas.
https://t.co/zwF4xKVKEe","0","0","B","0","I","0","E"
"O #PNR apresenta-se pela primeira vez em #SantaMariaFeira em autárquicas.
Força #AnselmoOliveira
@Lusa_noticias _ https://t.co/6Ot13kpoXX","0","0","C","0","B","0","C"
"O PNR congratula-se com a redução da TSU ! Não colocamos os interesses do partido à frente dos interesses nacionais.
https://t.co/TLwpdj7yDy","0","0","D","0","B","0","B"
"O PNR e o Dia de Portugal
https://t.co/w6Kf1KGo4M#RenovarPortugal #PNR #Portugal https://t.co/VxGV1feTrq","0","0","E","0","It","0","D"
"O #PNR não cala ante o marxismo-cultural, a censura dos 'tolerantes' e a hipocrisia do 'faz-de-conta' (que nada se _ https://t.co/XLvvuy2PiG","0","0","E","0","Dani","0","E"
"O #PNR solidariza-se com a dor da família enlutada, pela morte de mais um Agente ao serviço da nossa Nação. 
#GNR _ https://t.co/L4woxi9etD","0","0","C","0","I","0","A"
"O politicamente correto é algo completamente doentio, cogita até homem menstruar. https://t.co/OiUg6vHh4c","1","1","C","1","B","0","B"
"O politicamente correto tá fudendo com tudo","1","1","D","1","S","0","D"
"O porteiro é @homemdeverdade! RT @_latinlover_ Massagear o EGO de uma mulher não é elogiar sua bunda e seus peitos. Isso o porteiro faz","0","1","D","0","B","0","A"
"O primeiro encontro de Jeff Sessions com o emb. russo foi organizado pelo governo Obama num programa educacional pa _ https://t.co/ao0IYrt7re","0","1","D","0","V","0","A"
"O problema com o Islão não é com etnia e sim com a ideologia, que visa destruir o Cristianismo! E eu me referi ao f _ https://t.co/mRmiFkBoLT","0","0","C","0","V","0","A"
"O problema nunca é a piada e sim se você é ou não esquerdista. Se for, pode zombar da PM que tá tudo lindo. Na hora _ https://t.co/ICdlGCEHob","1","1","A","1","Dani","0","D"
"O PSOL foi seguir a ideologia comunista coreana onde se come cachorro, mas levaram muito ao pé da letra... https://t.co/AQAzISQzmz","1","1","D","1","It","1","B"
"O q essa mulher tem d bonita, ela tem d puta, burra e mentirosa. N sabe ela q ta passando na mão dos amigos","1","1","C","1","It","1","D"
"o que adianta vc dizer que sente pena e não consegue refutar uma só linha do que falo????
Isso é uma tática para o _ https://t.co/sZT99syPKl","0","1","D","0","V","0","C"
"O que @BuzzFeedBrasil junto com @g1 e @GloboNews fazem não se chama jornalismo. Se chama um mico, uma militância derrubada e picareta.","0","1","C","0","B","0","A"
"o que clodovil queria era aprovar uma PL que reduziria de 513 para 250 os politicos do congresso. NÃO DEIXARAM.. _ https://t.co/mOaWEWoBQC","0","1","A","0","Dani","0","D"
"O que é intervenção CÍVICO MILITAR?Este vídeo me fez pensar.   https://t.co/8L06qY07KQ","1","1","E","0","V","1","B"
"O que é o Globalismo? - Lauren Southern
Muita gente ainda não compreende....
https://t.co/mg2bBTXGQZ","0","0","C","0","B","0","E"
"O que essa juventude está fazendo com essa tal liberdade? Confundindo com libertinagem. Quanto mais se faz... https://t.co/Dw4OZ8xPQS","0","0","C","0","It","0","C"
"O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR","0","1","D","0","I","0","D"
"O que incomoda é ele trabalhar no G1 e escrever 'hajir' como se fosse verbo, fora a conta verificada https://t.co/ZduXA74DaR","0","1","B","0","B","0","B"
"O que o Barcelona acaba de fazer vai ficar para sempre na história do futebol.
Que remontada incrível!","0","0","E","0","V","0","D"
"O que o feminismo já fez por uma muçulmana?","0","1","D","0","I","0","A"
"o que posso usar para lavar tênis branco?","0","0","D","0","I","0","E"
"O que quer dizer exatamente? https://t.co/1GcTutNH3Y","0","0","C","0","It","0","B"
"O que seria 'válido', então? Feminicídio? Estupro? Mercado de trabalho? Falamos disso todo dia. Poderia dedicar uma coluna a isso, então.","1","1","C","1","B","1","B"
"O que você faz pelas islâmicas que não podem nem falar? https://t.co/B1Y4XicjLc","0","0","C","0","I","0","E"
"O racismo da esquerda passando na sua tl. Esse pode, esse é politicamente correto, aí não tem protestos. Imagina se _ https://t.co/Yh5eBHEiN2","0","1","D","0","I","0","C"
"O racismo que mulheres negras e latinas sofrem nas áreas de ciência, tecnologia, engenharia e matemática > https://t.co/TPqO635N7z","0","1","A","0","B","0","C"
"O racismo só vai acabar, quando deixar de existir homem branco ou homem negro e passar a existir apenas HOMEM","0","0","B","1","It","0","A"
"@oradorgas @RedeGlobo @alexandregarcia só estagiário se fode nessas","1","1","C","0","B","1","B"
"Ora ora, temos um passado bem sujo aqui https://t.co/a6rIuQD3mx","0","1","E","0","Dani","0","B"
"O Raúl José até quando vai cagar deve pedir autorização ao Jorge Jesus
#LibertemORaulJosé","0","1","E","0","B","0","E"
"O @realDonaldTrump já começou seu discurso mandando um alô pra @carolcimenti . Que moral hein?? 
Ahahahahahahahaha!!!!!!!!!!!!!!!","1","1","B","1","It","0","B"
"O repórter @pvedova lembra dos 'crimes de ódio' cometidos contra imigrantes mas esquece dos números de crimes cometidos PELOS imigrantes.","0","1","C","0","It","0","E"
"O resultado de você ser jornalista e não saber do que fala é passar uma vergonha pública dessa: https://t.co/892pXASsHG","0","1","D","0","I","0","D"
"O retrato disso? A juventude atual, que vos mostro aqui todos os dias, a mesma presente nos protestos esquerdistas _ https://t.co/FqQxt1eviX","0","0","C","0","V","0","D"
"“Orfeu XXI, Música pela vida e dignidade”. 'Não há, afinal, fronteira ou muro que possa conter a música do mundo. https://t.co/N0nM87WuDH","0","1","D","0","V","0","E"
"orgulho de ser BRANCO","0","1","A","0","I","0","D"
"O ruim de ter chileno branco é que depois de uns dias, ele fica preto","1","0","E","1","It","1","B"
"Os bebés adoptados são c/ os telemóveis novos:
Qd os vamos buscar desesperamos se os deixamos cair.
Qd vemos 1 defeito,abrimos conta no OLX","1","1","B","1","S","0","C"
"Os benfiquistas aguardam ansiosamente pela reeleição de Bruno de Carvalho. O único receio é que os russos decidam interferir nas eleições...","0","0","E","1","It","0","B"
"Os bilhetes para a Figueira, Faro, Lisboa, Porto e Évora já estão à venda nos sítios do costume
#OverdoseDeTourette https://t.co/ELEbFhVQI0","0","0","D","0","B","0","A"
"Os cara fica me expondo no trabalho. Me chamando de sapatao. Mereço.","1","1","B","0","V","1","C"
"Oscares, Prémios Nobel e afins: só politiquice, interesses e influências. Vergonha! 
Seriedade e mérito? Pois...
#AcademyAwards #NobelPrize","0","1","E","0","V","0","D"
"Os democratas tinham que criar uma justificativa pela derrota nas eleições, então inventaram uma história - RÚSSIA. _ https://t.co/h8M5A5zwgk","0","0","B","1","It","0","A"
"Os europeus vão acordando e reagindo.
Pela Europa das Nações, com o Nacionalismo, contra o mundialismo opressor!
https://t.co/ouKuV9RIpB","0","0","A","0","S","1","B"
"'os funcionários mataram o menino no Habib's pq ele era negro e pobre'
Hahahahhaha como se os funcionários do Habib's fossem ricos","0","1","C","0","V","0","A"
"Os guris de nutrição da minha faculdade são todos iguais 
Branco musculosinho tatuagem maori no braço","0","1","D","0","I","0","A"
"OS HEITENS (ODIADORES EM INGLÊS) JÁ ACUSARAM O GOLPE.
TRISTE DEMAIS ESSA CULTURA DE ÓDIO A MEU RESPEITO.
#PAZ _ https://t.co/j7y5THFNMK","0","0","B","0","B","0","A"
"Os 'homens' do governo da Suécia. Sem bolas, afeminados... Não é por acaso que os 'refugiados' deitam e rolam naque _ https://t.co/fDoIRrLlOM","1","1","C","1","V","0","C"
"Os homens são todos iguais, deixam tudo para a última hora. O Dia dos Namorados é já amanhã e só hoje é que começaram a assaltar relojoarias","1","1","A","1","B","0","E"
"O @showdavida em sua dose diária de anti-trumpismo. 
Quando vão fazer reportagem sobre os 16 países que proíbem entrada de israelenses??","0","1","C","0","B","0","A"
"Os idiotas que cancelaram uma conferência d Jaime Nogueira Pinto numa pequena sala da FCSH arriscam-se a vê-lo esgotar o pavilhão Meo Aníbal","0","1","D","0","I","0","E"
"os islamicos moderados estão filmando e tirando foto...os Islamicos não praticantes estão alertando o ocidente das _ https://t.co/nEaj8goSyw","1","0","B","1","V","1","B"
"Os mais jovens do @pnr 
#RenovarPortugal #Portugal #PNR https://t.co/co7Ywrldht","0","0","E","0","S","0","C"
"Os 'média' são um pilar do sistema que combatemos. Deles só se podemos esperar mentira e/ou omissão.
#Fakenews _ https://t.co/Q6BaDIUZlG","0","1","A","0","S","0","E"
"Os memes da Nana Gouvêa tão me divertindo muito kkkkkkkk http://t.co/6WuQbtv2","0","0","E","0","B","0","C"
"Os muçulmanos não são bem-vindos ! https://t.co/8RUKACkCQ3","1","1","B","1","I","0","D"
"Os muleke é liso sim mas o governo é muito mais.","0","0","B","0","It","0","C"
",,,,, os negros que estudem eu estudei  ,,,,,,,,,","1","1","D","1","I","1","B"
"O sonho de 'liberdade de expressão' e 'exercício de democracia' deles deve ser a China ou Cuba. Um conservador na presidência?? Jamais!","0","1","D","0","B","0","A"
"O sonho do meu telemóvel era ter uma rede tão forte como a dos pescadores da Nazaré que arrastou uma bomba de 200 Kg sem se rasgar!...","0","0","A","0","B","0","A"
"Os países mais solidários são os mais pobres, mais abertos aos refugiados. A Europa se fecha. O Velho Mundo não é mais o mesmo...","0","0","B","0","B","1","B"
"O Sporting continua a ser grande na Europa do futebol https://t.co/g7tF6RQ8i0","0","0","A","0","Dani","0","C"
"Os portugueses devem muito a Passos Coelho por ter tido a coragem de dizer NÃO a Salgado. 'NÃO stresses, Ricardo, leva o guito pró Panamá.'","1","1","E","1","It","0","C"
"Os portugueses hoje já vão conseguir dormir https://t.co/JcC87G4QtF","0","1","A","0","V","0","D"
"Os portugueses são uns pessimistas. Eu acredito que c/ esta música na Eurovisão o Salvador Sobral pode até superar a votação do ano passado.","0","0","B","0","B","1","B"
"Os pretos são criminosos
As gajas com decote são sluts
Os bissexuais são indecisos
Os refugiados não merecem uma oportunidade de vida","1","1","C","1","V","0","E"
"Os reflexos da guerra trouxeram grandes mudanças para vida deles! Conheça essas histórias. https://t.co/UXhzkHLBJx","0","0","C","0","B","0","C"
"Os “refugiados” e a classe política traidora
https://t.co/uY5kl7E2oh#PNR #RenovarPortugal #Refugiados #Portugal","0","0","C","0","V","0","C"
"Os refugiados estao todos a vir para a minha terra noto logo que nao e de cá mas eles sentem se bem acolhidos cá","1","1","A","0","B","1","B"
"Os Resistência vão voltar para fazer um concerto no Bataclan.
Eu sei que dizem que um raio não cai 2x no mesmo sítio mas deixem-me sonhar","1","1","A","1","It","1","D"
"Os responsáveis por isso #NaoAOLimiteDeInternet https://t.co/ZXYaExw2RM","0","1","D","0","I","0","E"
"O SR. NETO NÃO DEVE TER MAIS LÁGRIMAS...
FORÇA GUERREIRO. #CabeloRosaFelipeNeto https://t.co/wr5AWzx00W","0","0","E","0","B","0","C"
"Os 2 robôs da NASA na superfície de Marte https://t.co/qFlVmvTAO5","0","1","E","0","It","0","C"
"'Os temas resultam das visitas efectuadas por #AssunçãoCristas'.
Incluída a da mesquita: submissão ao #IslãoInvasor.
https://t.co/co6lj0CWIb","0","1","C","0","V","0","E"
"O @STF_oficial é o macarrão do Goleiro Bruno e a @mariadorosario do Champinha https://t.co/rT2Prv4PUT","0","0","E","0","V","0","D"
"O @STF_oficial  fazendo conluio com essa moça @marcofeliciano  isso Pode??? Ou ela é maluca psicopata mesmo? https://t.co/KxJFmMho3o","1","1","D","1","V","0","E"
"Os 'tolerantes' donos do poder e sua carneirada submissa, quando contrariados só ofendem e tentam ridicularizar. Hipócritas de mau perder!","0","1","A","0","I","0","B"
"O SUS está sucateado, não consegue atender o cidadão com problemas graves de saúde, não tem medicamento, os... https://t.co/2rM5BJMsAA","0","0","D","0","I","0","E"
"O tempo está tao bom, para ir com um grupo de amigos á praia sentar na areia apanhar sol e falar sobre as cenas","0","0","A","0","B","0","B"
"O tempo TODO, é inacreditável. É totalmente OUTRA imprensa do que aquela que cobria Obama. https://t.co/CmD1DCJ5UK","0","1","E","0","I","0","D"
"o terror da esquerda #SomosTodosBolsonaro","0","1","C","0","Dani","0","D"
"O teu pai nao está em Angola —_ Pois não, neste momento está em Luanda  https://t.co/vimKAUj4pS","0","0","C","0","S","0","E"
"O texto todo é aquela velha ladainha 'feminismo de verdade era aquele do passado, hoje em dia blablabla'. Deslegitimação básica.","0","1","E","0","B","0","E"
"Ótima. Com certeza. https://t.co/jG7lptLhLn","0","0","E","0","B","0","A"
"Ótima sessão de audiência com os CEOs da Associação de Líderes da Indústria de Varejo esta manhã! https://t.co/MLJ6yjsNao","0","0","A","0","It","0","C"
"Otimistas são pessoas mal informadas.","0","0","C","0","V","0","D"
"@otmar03 @Djouka_PB tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk","1","1","C","1","It","1","B"
"@otmar03 @Estadao pra eles o cara do BB que é jornalista https://t.co/v304uMZxVM","0","0","C","0","I","0","E"
"@otmar03 @GABRIELPlNHEIRO @pauloap @ajulysantos Esse perfil ta apurrinhando todo mundo de direita que posta algo sobre o dia das mulheres.","1","1","D","1","It","0","E"
"@otmar03 huahauhaauhauha
uahuahauhaa
vamos a agenda feminista que faz tudo menos defender mulher https://t.co/CIEzI6W2Gi","1","1","D","1","I","1","C"
"@otmar03 @itsmabizao Feminismo: movimento q diz lutar pelas mulheres mas persegue td mulher q tenha opinião própria _ https://t.co/J4jWi1v45F","0","1","B","0","V","0","E"
"@otmar03 Sem islamismo elas estariam na praia / com o islamismo elas tao de luto https://t.co/BN32XT9Jw7","1","1","D","1","Dani","0","B"
"@otmar03 vou mandar pra tu corrigir os post antes..kkkkk verdade de novo..kkkk","0","0","C","0","I","0","B"
"O Trump do futebol foi reeleito. Quando é que começa a construção do Muro na 2a Circular? O Benfica que prepare o guito...","1","1","A","1","S","0","A"
"O TUITER AINDA RESPIRA https://t.co/c3iyZGYkRh","0","0","A","0","It","0","E"
"'O único objetivo da família de João Victor é que Guilherme Francisco do Santos e Alexandro José da Silva,... https://t.co/ltT8syu7Nb","0","0","C","0","V","0","D"
"O uso de turbantes por pessoas brancas é apropriação cultural? https://t.co/5AHZXH9SZB via @cartacapital","0","1","E","0","V","0","A"
"outra 'Jênia' que acha que a violência contra a mulher no Brasil se dá pelo fato do país ser de maioria cristã, e n _ https://t.co/ELJBzzBFVu","0","1","C","0","It","0","D"
"Outra vez um menino pediu um lanche para uma amiga minha e ela o ignorou
o noinha gritou: vai tia, vc ja ta muito gorda!
hahahahahahahahaha","0","0","D","0","It","1","E"
"Outros países cobram empresas americanas impostos e tarifas enquanto os EUA cobra pouco ou nada. Deveríamos cobrar _ https://t.co/jce7jLgG4E","0","0","B","0","It","0","D"
"ouvi dizer que o Chorão saiu do Charlie Brown Jr e entrou no Sepultura é vdd? =D vai na fé brodi!","1","1","E","1","S","0","C"
"Ouvi, numa rede de tv, que a Hungria, está fazendo uma cerca eletrica, para evitar invasoes de refugiados. Mas nao deu Ibope...Pesquisem sob","0","0","A","0","B","0","A"
"Ouviu, @g1 ? Militar não sai disparando a esmo... https://t.co/MYEpw842bH","0","0","C","0","Dani","0","A"
"O verdadeiro escândalo aqui é que informações confidenciais são passadas ilegalmente pela 'inteligência' como doce. _ https://t.co/EltFjl04sy","0","0","A","0","Dani","0","D"
"OVERDOSE DE TOURETTE - ON THE ROAD:
O comboio está a chegar à tua cidade.
https://t.co/KFf4LuVztt","0","1","E","0","V","0","C"
"o video era um sapatao tocando siririca
https://t.co/b824kaMh0A","1","1","A","1","It","1","B"
"Ovo de páscoa petista https://t.co/RQ3RJIKHwa","0","0","B","0","I","0","E"
"O @whindersson nunes merece o título de maior youtuber do Brasil, e de respeito. Parabéns! #espiritosantocaos https://t.co/kKUTrzGX0a","0","1","E","0","I","0","B"
"Ow @jandira_feghali seus gráficos estão com problema de curva exagerada https://t.co/qlQ7mcZzqt","0","0","C","0","B","0","C"
"Owww, esquisita, @aninha_ebc a @RafinhaFarias tá te imitando com tt pala hahaha","0","0","C","0","It","0","C"
"Oxente! Pq? Sou tão santa... rs...RT @agdabritto  @DocePimenta_Sp oooooooooo maluca","0","0","C","0","It","0","C"
"@pablovillaca pooo, esse aí é otimista hein","0","0","E","0","V","0","E"
"PAGANDO MINHAS CONTAS, FIM https://t.co/cQZJcVypvG","0","1","C","0","B","0","A"
"PAI DA FEMINISTA SAIU PRA COMPRAR CIGARRO NO 2º GOL DO ZIDANE EM 1.998 E NUNCA MAIS VOLTOU  #JoaquinResponde https://t.co/EzreOGNSJa","0","1","D","0","S","0","D"
"País quebrando, desemprego pra todo lado, violência comendo solta e vem falar em 'FOLIA', PQP!!! 
VTNC essas merda _ https://t.co/TlPVv3lhon","0","1","A","0","Dani","0","E"
"Palavra do dia que homem que é homem não diz: Fragrância.","0","1","A","0","It","0","E"
"Palavras do Presidente Trump na Assinatura da Resolução H.J. 41' https://t.co/TlMa3FK1Un","0","0","A","0","V","0","C"
"Palhaçada pura!
Acho que o #Trump vai perder o sono por causa do voto do #BlocoEsquerda.
@EsquerdaNet https://t.co/2UJupULUDS","0","1","A","0","V","0","C"
"@paneleiro_ 
Aprecio o bom humor ;)","0","0","A","0","I","0","A"
"@paneleiro_ Aprecio o bom humor mas, calma, não abuses da boa vontade. ;)","0","1","E","0","I","0","D"
"@pan0ntim o cara é mil grau total, vou morrer","0","1","A","0","I","0","C"
"@paolabuzzone por isso eu sou sapatao. super indico.","1","1","E","1","It","0","C"
"Papa Bergoglio pede que cristãos tenham menos filhos. 
Enquanto isso... https://t.co/CAK1EylQlR","0","1","B","0","B","0","E"
"@paper_tomaz Nossa, tme gente que não faz tattoo pra filho.. me ajuda ne? Isso foi passional!","0","0","D","0","V","0","C"
"Parabéns ae Gabriel vc merece demais até chorei aq http://t.co/IwYLmNo1vf","0","0","D","0","V","0","C"
"parabéns a essas meninas... kkkkk @otmar03 @InesBolsonaro @editorahumanas @GABRIELPlNHEIRO @pauloap @pedrinhu_tecix https://t.co/Hlg6QVzGBF","1","0","C",NA,"I","1","B"
"Parabéns ao nosso novo Conselheiro de Segurança Nacional, general H.R. McMaster. Vídeo: https://t.co/yhPfSZ5hG4https://t.co/CPZbHiy9yg","0","1","D","0","I","0","A"
"Parabéns ao nosso novo Procurador Geral, @SenatorSessions! https://t.co/wmVgq4MGYf","0","0","E","0","I","0","B"
"Parabéns ao nosso novo #VASecretary Dr. David Shulkin. Hora de cuidar dos veteranos que lutaram para proteger nosso _ https://t.co/wjaUiaXpsZ","0","0","E","0","It","1","B"
"Parabéns ao Secretário do Tesouro Steven Mnuchin! #ICYMI - assita aqui: https://t.co/9nShSzr8mrhttps://t.co/WcZ1Lnx6rI","0","0","E","0","B","0","A"
"Parabéns aos jornalistas do @jornaldarecord pela reportagem sobre o BNDES.
Investigação sobre corrupção nos governo _ https://t.co/Zu0nls5gMI","0","0","B","0","V","0","D"
"Parabéns a Rex Tillerson por tomar posse como nosso novo Secretário de Estado. Ele será uma estrela!","0","0","B","0","B","0","A"
"Parabéns a Stephen Miller por me representar esta manhã nos vários programas matutinos de domingo. Ótimo trabalho! https://t.co/oub2u74RHa","0","1","D","0","S","0","D"
"Parabéns a Thomas Perez, que acaba de ser nomeado como líder do CND. Eu não poderia estar mais feliz por ele (ou pe _ https://t.co/W9dBjcL2FY","0","0","E","0","It","0","C"
"Parabéns a todas as mulheres desse mundo! Seja vc feia ou linda, nova ou velha, gorda ou magra, qero q saibam
Q respeito nunca pode faltar..","0","0","B","0","B","1","B"
"Parabéns a todas as mulheres, menos para as abortistas e aborteiras, porque essas não são gente!","1","1","E","1","Dani","1","E"
"Parabéns Beyoncé!
Estamos em Fevereiro e já ganhaste o prémio da foto mais absurda de 2017 https://t.co/qqOnU0UvdJ","1","1","C","1","It","0","B"
"PARABÉNS CHORÃO!
4 ANOS LONGE DAS DROGAS.","1","1","C","1","V","0","C"
"Parabéns!!! Cidade de #Ariquemes na luta contra a ideologia de gênero.A sociedade se organizou para apoiar o... https://t.co/bc9PCAI5HN","0","0","A","0","B","0","C"
"Parabéns deputado #APEzequielTeixeira. Esse Brasil está em colapso cultural, uma inversão doentia de prioridades https://t.co/Dh8DbIoLpV","0","0","E","0","It","0","B"
"Parabéns deputado Roberto de Lucena .Isso sim é proteger o povo.Se eu pago impostos e esses vão para pagar a... https://t.co/vP703Y3dwQ","0","0","C","0","B","0","D"
"PARABÉNS ESPECIAL PRAS MULHERES QUE ME SEGUEM!
MULHERADA GUERREIRA BATALHADORA SEM TEMPO PRA MIMIM
QUERIA DAR UM BUQUÊ DI FLOR PRA CADA UMA!","0","0","E","0","V","0","A"
"Parabéns guerreira.... gritar de peito de fora no meio da rua nun país onde a mulher é livre é fácil..quero ver lut _ https://t.co/GQ5pPy4DiQ","1","1","A","0","B","1","B"
"parabens hugo chavez pela sua morte","1","1","E","1","B","1","A"
"#Parabéns !!!!! Luciano Azevedo (PPS), prefeito de Passo Fundo (RS), resolveu pegar a verba de R$ 400 mil que... https://t.co/sYBMBweeh7","0","0","E","0","V","0","B"
